_id,Year,Month,State,ATC_Classification,Scheme,Services,Benefits($)
3236,2015,September,WA,Sensory Organs,Normal Arrangements PBS,54992,3836246
3237,2015,September,WA,Sensory Organs,Normal Arrangements RPBS,3699,304552
3238,2015,September,WA,Various +,Normal Arrangements PBS,2144,345791
3239,2015,September,WA,Various +,Special Arrangements PBS,86,139364
3240,2015,September,WA,Various +,Normal Arrangements RPBS,115,7841
3241,2015,September,WA,Other ++,Normal Arrangements PBS,872,14852
3242,2015,September,WA,Other ++,Normal Arrangements RPBS,6316,177603
3243,2015,September,TAS,Alimentary Tract and Metabolism,Normal Arrangements PBS,73831,2377254
3244,2015,September,TAS,Alimentary Tract and Metabolism,Normal Arrangements RPBS,4000,99825
3245,2015,September,TAS,Blood and Blood Forming Organs,Normal Arrangements PBS,19544,802889
3246,2015,September,TAS,Blood and Blood Forming Organs,Special Arrangements PBS,195,227037
3247,2015,September,TAS,Blood and Blood Forming Organs,Normal Arrangements RPBS,1540,48338
3248,2015,September,TAS,Blood and Blood Forming Organs,Special Arrangements RPBS,8,7444
3249,2015,September,TAS,Cardiovascular System,Normal Arrangements PBS,149378,2920838
3250,2015,September,TAS,Cardiovascular System,Special Arrangements PBS,100,283710
3251,2015,September,TAS,Cardiovascular System,Normal Arrangements RPBS,7508,122266
3252,2015,September,TAS,Cardiovascular System,Special Arrangements RPBS,2,5835
3253,2015,September,TAS,Dermatologicals,Normal Arrangements PBS,7390,186309
3254,2015,September,TAS,Dermatologicals,Normal Arrangements RPBS,400,9048
3255,2015,September,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,8530,321593
3256,2015,September,TAS,Genito Urinary System and Sex Hormones,Special Arrangements PBS,170,89352
3257,2015,September,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,342,16224
3258,2015,September,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,9995,152863
3259,2015,September,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,93,135480
3260,2015,September,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,395,5124
3261,2015,September,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,35751,706519
3262,2015,September,TAS,General Anti-Infectives for Systemic Use,Special Arrangements PBS,15,27526
3263,2015,September,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1311,18613
3264,2015,September,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,7880,5499054
3265,2015,September,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,726,1383558
3266,2015,September,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,179,100309
3267,2015,September,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,9,9483
3268,2015,September,TAS,Musculo-Skeletal System,Normal Arrangements PBS,17559,596200
3269,2015,September,TAS,Musculo-Skeletal System,Special Arrangements PBS,104,47555
3270,2015,September,TAS,Musculo-Skeletal System,Normal Arrangements RPBS,808,31552
3271,2015,September,TAS,Musculo-Skeletal System,Special Arrangements RPBS,2,888
3272,2015,September,TAS,Nervous System,Normal Arrangements PBS,132755,3661686
3273,2015,September,TAS,Nervous System,Special Arrangements PBS,74,6294
3274,2015,September,TAS,Nervous System,Normal Arrangements RPBS,6222,143551
3275,2015,September,TAS,Anti-Parasitic Products,Normal Arrangements PBS,161,3934
3276,2015,September,TAS,Anti-Parasitic Products,Normal Arrangements RPBS,2,34
3277,2015,September,TAS,Respiratory System,Normal Arrangements PBS,29734,1288681
3278,2015,September,TAS,Respiratory System,Special Arrangements PBS,19,43513
3279,2015,September,TAS,Respiratory System,Normal Arrangements RPBS,1169,52850
3280,2015,September,TAS,Sensory Organs,Normal Arrangements PBS,16402,1530195
3281,2015,September,TAS,Sensory Organs,Normal Arrangements RPBS,1389,191142
3282,2015,September,TAS,Various +,Normal Arrangements PBS,611,88676
3283,2015,September,TAS,Various +,Special Arrangements PBS,17,17745
3284,2015,September,TAS,Various +,Normal Arrangements RPBS,84,4932
3285,2015,September,TAS,Various +,Special Arrangements RPBS,2,3305
3286,2015,September,TAS,Other ++,Normal Arrangements PBS,275,4449
3287,2015,September,TAS,Other ++,Normal Arrangements RPBS,2701,58161
3288,2015,September,ACT,Alimentary Tract and Metabolism,Normal Arrangements PBS,28684,988917
3289,2015,September,ACT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,2191,52028
3290,2015,September,ACT,Blood and Blood Forming Organs,Normal Arrangements PBS,9678,389222
3291,2015,September,ACT,Blood and Blood Forming Organs,Special Arrangements PBS,112,111430
3292,2015,September,ACT,Blood and Blood Forming Organs,Normal Arrangements RPBS,995,33269
3293,2015,September,ACT,Blood and Blood Forming Organs,Special Arrangements RPBS,5,4984
3294,2015,September,ACT,Cardiovascular System,Normal Arrangements PBS,57195,1035572
3295,2015,September,ACT,Cardiovascular System,Special Arrangements PBS,8,16930
3296,2015,September,ACT,Cardiovascular System,Normal Arrangements RPBS,4415,72873
3297,2015,September,ACT,Cardiovascular System,Special Arrangements RPBS,1,792
3298,2015,September,ACT,Dermatologicals,Normal Arrangements PBS,2854,82988
3299,2015,September,ACT,Dermatologicals,Normal Arrangements RPBS,241,6761
3300,2015,September,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,3139,223025
3301,2015,September,ACT,Genito Urinary System and Sex Hormones,Special Arrangements PBS,92,57603
3302,2015,September,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,307,15759
3303,2015,September,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,2940,57460
3304,2015,September,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,51,51992
3305,2015,September,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,177,2727
3306,2015,September,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,14257,634811
3307,2015,September,ACT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,5,4923
3308,2015,September,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,857,12850
3309,2015,September,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,4482,3131121
3310,2015,September,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,516,1111267
3311,2015,September,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,147,96274
3312,2015,September,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,10,60958
3313,2015,September,ACT,Musculo-Skeletal System,Normal Arrangements PBS,7484,301804
3314,2015,September,ACT,Musculo-Skeletal System,Special Arrangements PBS,98,39107
3315,2015,September,ACT,Musculo-Skeletal System,Normal Arrangements RPBS,587,24678
3316,2015,September,ACT,Musculo-Skeletal System,Special Arrangements RPBS,3,1382
3317,2015,September,ACT,Nervous System,Normal Arrangements PBS,46939,1601762
3318,2015,September,ACT,Nervous System,Special Arrangements PBS,32,4298
3319,2015,September,ACT,Nervous System,Normal Arrangements RPBS,3218,79452
3320,2015,September,ACT,Anti-Parasitic Products,Normal Arrangements PBS,62,1908
3321,2015,September,ACT,Anti-Parasitic Products,Normal Arrangements RPBS,3,40
3322,2015,September,ACT,Respiratory System,Normal Arrangements PBS,12353,503997
3323,2015,September,ACT,Respiratory System,Special Arrangements PBS,4,9384
3324,2015,September,ACT,Respiratory System,Normal Arrangements RPBS,664,31240
3325,2015,September,ACT,Sensory Organs,Normal Arrangements PBS,6160,328836
3326,2015,September,ACT,Sensory Organs,Normal Arrangements RPBS,682,33702
3327,2015,September,ACT,Various +,Normal Arrangements PBS,303,71756
3328,2015,September,ACT,Various +,Special Arrangements PBS,11,29814
3329,2015,September,ACT,Various +,Normal Arrangements RPBS,56,3764
3330,2015,September,ACT,Various +,Special Arrangements RPBS,1,1889
3331,2015,September,ACT,Other ++,Normal Arrangements PBS,312,10635
3332,2015,September,ACT,Other ++,Normal Arrangements RPBS,1455,34298
3333,2015,September,NT,Alimentary Tract and Metabolism,Normal Arrangements PBS,9302,322527
3334,2015,September,NT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,305,8459
3335,2015,September,NT,Blood and Blood Forming Organs,Normal Arrangements PBS,2773,98430
3336,2015,September,NT,Blood and Blood Forming Organs,Special Arrangements PBS,810,675551
3337,2015,September,NT,Blood and Blood Forming Organs,Normal Arrangements RPBS,88,2961
3338,2015,September,NT,Blood and Blood Forming Organs,Special Arrangements RPBS,4,1720
3339,2015,September,NT,Cardiovascular System,Normal Arrangements PBS,18633,322192
3340,2015,September,NT,Cardiovascular System,Special Arrangements PBS,19,37152
3341,2015,September,NT,Cardiovascular System,Normal Arrangements RPBS,686,11667
3342,2015,September,NT,Dermatologicals,Normal Arrangements PBS,788,22856
3343,2015,September,NT,Dermatologicals,Normal Arrangements RPBS,48,1135
3344,2015,September,NT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,874,67919
3345,2015,September,NT,Genito Urinary System and Sex Hormones,Special Arrangements PBS,91,83618
3346,2015,September,NT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,42,2764
3347,2015,September,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,932,16986
3348,2015,September,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,56,42877
3349,2015,September,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,27,416
3350,2015,September,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,2234
3351,2015,September,NT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,4848,318753
3352,2015,September,NT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,9,11540
3353,2015,September,NT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,133,14659
3354,2015,September,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,1183,836609
3355,2015,September,NT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,312,261139
3356,2015,September,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,11,484
3357,2015,September,NT,Musculo-Skeletal System,Normal Arrangements PBS,1967,58606
3358,2015,September,NT,Musculo-Skeletal System,Special Arrangements PBS,18,7134
3359,2015,September,NT,Musculo-Skeletal System,Normal Arrangements RPBS,97,1381
3360,2015,September,NT,Nervous System,Normal Arrangements PBS,12214,389997
3361,2015,September,NT,Nervous System,Special Arrangements PBS,105,6102
3362,2015,September,NT,Nervous System,Normal Arrangements RPBS,455,10512
3363,2015,September,NT,Anti-Parasitic Products,Normal Arrangements PBS,262,4564
3364,2015,September,NT,Anti-Parasitic Products,Normal Arrangements RPBS,18,247
3365,2015,September,NT,Respiratory System,Normal Arrangements PBS,4025,145944
3366,2015,September,NT,Respiratory System,Special Arrangements PBS,1,1142
3367,2015,September,NT,Respiratory System,Normal Arrangements RPBS,84,3898
3368,2015,September,NT,Sensory Organs,Normal Arrangements PBS,1470,66689
3369,2015,September,NT,Sensory Organs,Normal Arrangements RPBS,81,1758
3370,2015,September,NT,Various +,Normal Arrangements PBS,153,40359
3371,2015,September,NT,Various +,Special Arrangements PBS,4,9856
3372,2015,September,NT,Various +,Normal Arrangements RPBS,2,384
3373,2015,September,NT,Other ++,Normal Arrangements PBS,17,269
3374,2015,September,NT,Other ++,Normal Arrangements RPBS,74,3772
3375,2015,October,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,876893,28571430
3376,2015,October,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,40018,931980
3377,2015,October,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,262909,9904376
3378,2015,October,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,3026,3983806
3379,2015,October,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,16713,515932
3380,2015,October,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,152,164834
3381,2015,October,NSW,Cardiovascular System,Normal Arrangements PBS,1772088,32696305
3382,2015,October,NSW,Cardiovascular System,Special Arrangements PBS,404,887952
3383,2015,October,NSW,Cardiovascular System,Normal Arrangements RPBS,73284,1224557
3384,2015,October,NSW,Cardiovascular System,Special Arrangements RPBS,15,28195
3385,2015,October,NSW,Dermatologicals,Normal Arrangements PBS,88024,2166537
3386,2015,October,NSW,Dermatologicals,Normal Arrangements RPBS,4607,112026
3387,2015,October,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,84003,3876650
3388,2015,October,NSW,Genito Urinary System and Sex Hormones,Special Arrangements PBS,4407,3338029
3389,2015,October,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4409,211527
3390,2015,October,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,94987,2072240
3391,2015,October,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,2067,2154477
3392,2015,October,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3307,55044
3393,2015,October,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,14,34252
3394,2015,October,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,398191,15968429
3395,2015,October,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,239,510726
3396,2015,October,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,13112,205025
3397,2015,October,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,80133,62804092
3398,2015,October,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,8956,13639962
3399,2015,October,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1602,1141830
3400,2015,October,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,60,132026
3401,2015,October,NSW,Musculo-Skeletal System,Normal Arrangements PBS,219738,8249660
3402,2015,October,NSW,Musculo-Skeletal System,Special Arrangements PBS,935,393192
3403,2015,October,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,8482,355703
3404,2015,October,NSW,Musculo-Skeletal System,Special Arrangements RPBS,27,13351
3405,2015,October,NSW,Nervous System,Normal Arrangements PBS,1209757,36418970
3406,2015,October,NSW,Nervous System,Special Arrangements PBS,2706,399107
3407,2015,October,NSW,Nervous System,Normal Arrangements RPBS,54516,1269040
3408,2015,October,NSW,Nervous System,Special Arrangements RPBS,2,10
3409,2015,October,NSW,Anti-Parasitic Products,Normal Arrangements PBS,2595,64334
3410,2015,October,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,85,1428
3411,2015,October,NSW,Respiratory System,Normal Arrangements PBS,342577,14765439
3412,2015,October,NSW,Respiratory System,Special Arrangements PBS,122,284266
3413,2015,October,NSW,Respiratory System,Normal Arrangements RPBS,12194,557268
3414,2015,October,NSW,Sensory Organs,Normal Arrangements PBS,256690,21670760
3415,2015,October,NSW,Sensory Organs,Normal Arrangements RPBS,17781,2095561
3416,2015,October,NSW,Various +,Normal Arrangements PBS,20614,2306830
3417,2015,October,NSW,Various +,Special Arrangements PBS,493,684909
3418,2015,October,NSW,Various +,Normal Arrangements RPBS,1450,112026
3419,2015,October,NSW,Various +,Special Arrangements RPBS,9,13924
3420,2015,October,NSW,Other ++,Normal Arrangements PBS,4661,127442
3421,2015,October,NSW,Other ++,Normal Arrangements RPBS,24537,693560
3422,2015,October,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,673194,22109883
3423,2015,October,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,1010,17310
3424,2015,October,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,27588,648051
3425,2015,October,VIC,Alimentary Tract and Metabolism,Special Arrangements RPBS,12,145
3426,2015,October,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,193458,8048940
3427,2015,October,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,2066,2509219
3428,2015,October,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,10665,356256
3429,2015,October,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,103,100239
3430,2015,October,VIC,Cardiovascular System,Normal Arrangements PBS,1404073,25394278
3431,2015,October,VIC,Cardiovascular System,Special Arrangements PBS,173,465976
3432,2015,October,VIC,Cardiovascular System,Normal Arrangements RPBS,50962,826186
3433,2015,October,VIC,Cardiovascular System,Special Arrangements RPBS,6,8438
3434,2015,October,VIC,Dermatologicals,Normal Arrangements PBS,76592,1839001
3435,2015,October,VIC,Dermatologicals,Normal Arrangements RPBS,2831,66760
3436,2015,October,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,68385,3262143
3437,2015,October,VIC,Genito Urinary System and Sex Hormones,Special Arrangements PBS,4075,2523747
3438,2015,October,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2242,104208
3439,2015,October,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,76418,1413881
3440,2015,October,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,1700,1221004
3441,2015,October,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2567,38681
3442,2015,October,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,9,24274
3443,2015,October,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,304964,10959485
3444,2015,October,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,153,439354
3445,2015,October,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,9359,142242
3446,2015,October,VIC,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,5092
3447,2015,October,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,67001,51679439
3448,2015,October,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,5011,8146781
3449,2015,October,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1073,731357
3450,2015,October,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,41,109847
3451,2015,October,VIC,Musculo-Skeletal System,Normal Arrangements PBS,157620,5303926
3452,2015,October,VIC,Musculo-Skeletal System,Special Arrangements PBS,1100,549381
3453,2015,October,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,5424,205768
3454,2015,October,VIC,Musculo-Skeletal System,Special Arrangements RPBS,26,12841
3455,2015,October,VIC,Nervous System,Normal Arrangements PBS,1027611,29501500
3456,2015,October,VIC,Nervous System,Special Arrangements PBS,1894,323196
3457,2015,October,VIC,Nervous System,Normal Arrangements RPBS,38635,860138
3458,2015,October,VIC,Nervous System,Special Arrangements RPBS,5,30162
3459,2015,October,VIC,Anti-Parasitic Products,Normal Arrangements PBS,1222,34587
3460,2015,October,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,51,1193
3461,2015,October,VIC,Respiratory System,Normal Arrangements PBS,243262,10586838
3462,2015,October,VIC,Respiratory System,Special Arrangements PBS,67,140324
3463,2015,October,VIC,Respiratory System,Normal Arrangements RPBS,8283,386248
3464,2015,October,VIC,Sensory Organs,Normal Arrangements PBS,178761,9337408
3465,2015,October,VIC,Sensory Organs,Normal Arrangements RPBS,10246,800408
3466,2015,October,VIC,Various +,Normal Arrangements PBS,11620,1548547
3467,2015,October,VIC,Various +,Special Arrangements PBS,338,376627
3468,2015,October,VIC,Various +,Normal Arrangements RPBS,577,44332
3469,2015,October,VIC,Various +,Special Arrangements RPBS,4,6656
3470,2015,October,VIC,Other ++,Normal Arrangements PBS,3718,111561
3471,2015,October,VIC,Other ++,Normal Arrangements RPBS,14944,349721
3472,2015,October,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,493214,16621089
3473,2015,October,QLD,Alimentary Tract and Metabolism,Special Arrangements PBS,1225,9236
3474,2015,October,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,30985,797023
3475,2015,October,QLD,Alimentary Tract and Metabolism,Special Arrangements RPBS,11,77
3476,2015,October,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,156990,6483776
3477,2015,October,QLD,Blood and Blood Forming Organs,Special Arrangements PBS,1941,2339989
3478,2015,October,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,12279,420717
3479,2015,October,QLD,Blood and Blood Forming Organs,Special Arrangements RPBS,131,126629
3480,2015,October,QLD,Cardiovascular System,Normal Arrangements PBS,1016009,18905600
3481,2015,October,QLD,Cardiovascular System,Special Arrangements PBS,186,529968
3482,2015,October,QLD,Cardiovascular System,Normal Arrangements RPBS,59139,1079248
3483,2015,October,QLD,Cardiovascular System,Special Arrangements RPBS,10,30908
3484,2015,October,QLD,Dermatologicals,Normal Arrangements PBS,39116,912541
3485,2015,October,QLD,Dermatologicals,Normal Arrangements RPBS,3809,90745
3486,2015,October,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,56690,2717229
3487,2015,October,QLD,Genito Urinary System and Sex Hormones,Special Arrangements PBS,1569,1051068
3488,2015,October,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3768,208114
3489,2015,October,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,58959,1125555
3490,2015,October,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,815,1009498
3491,2015,October,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2516,44487
3492,2015,October,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,17,46599
3493,2015,October,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,250100,9277441
3494,2015,October,QLD,General Anti-Infectives for Systemic Use,Special Arrangements PBS,180,318385
3495,2015,October,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,9997,183730
3496,2015,October,QLD,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,66
3497,2015,October,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,56599,42993646
3498,2015,October,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,5497,9449479
3499,2015,October,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1737,1366815
3500,2015,October,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,67,161905
3501,2015,October,QLD,Musculo-Skeletal System,Normal Arrangements PBS,133652,4885166
3502,2015,October,QLD,Musculo-Skeletal System,Special Arrangements PBS,1403,555430
3503,2015,October,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,7559,284602
3504,2015,October,QLD,Musculo-Skeletal System,Special Arrangements RPBS,67,25890
3505,2015,October,QLD,Nervous System,Normal Arrangements PBS,847179,24500786
3506,2015,October,QLD,Nervous System,Special Arrangements PBS,1453,245671
3507,2015,October,QLD,Nervous System,Normal Arrangements RPBS,49444,1178655
3508,2015,October,QLD,Nervous System,Special Arrangements RPBS,1,1508
3509,2015,October,QLD,Anti-Parasitic Products,Normal Arrangements PBS,1633,54176
3510,2015,October,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,45,1015
3511,2015,October,QLD,Respiratory System,Normal Arrangements PBS,194554,9101446
3512,2015,October,QLD,Respiratory System,Special Arrangements PBS,137,306970
3513,2015,October,QLD,Respiratory System,Normal Arrangements RPBS,9878,478426
3514,2015,October,QLD,Sensory Organs,Normal Arrangements PBS,123956,6711654
3515,2015,October,QLD,Sensory Organs,Normal Arrangements RPBS,11077,788134
3516,2015,October,QLD,Various +,Normal Arrangements PBS,7184,1100057
3517,2015,October,QLD,Various +,Special Arrangements PBS,341,425657
3518,2015,October,QLD,Various +,Normal Arrangements RPBS,839,53273
3519,2015,October,QLD,Various +,Special Arrangements RPBS,10,27987
3520,2015,October,QLD,Other ++,Normal Arrangements PBS,2644,35755
3521,2015,October,QLD,Other ++,Normal Arrangements RPBS,20659,575924
3522,2015,October,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,206026,6789030
3523,2015,October,SA,Alimentary Tract and Metabolism,Special Arrangements PBS,366,10675
3524,2015,October,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,8824,211301
3525,2015,October,SA,Alimentary Tract and Metabolism,Special Arrangements RPBS,7,198
3526,2015,October,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,69528,2640573
3527,2015,October,SA,Blood and Blood Forming Organs,Special Arrangements PBS,618,804314
3528,2015,October,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,4020,119776
3529,2015,October,SA,Blood and Blood Forming Organs,Special Arrangements RPBS,18,15141
3530,2015,October,SA,Cardiovascular System,Normal Arrangements PBS,448991,8404837
3531,2015,October,SA,Cardiovascular System,Special Arrangements PBS,110,314567
3532,2015,October,SA,Cardiovascular System,Normal Arrangements RPBS,17782,306650
3533,2015,October,SA,Cardiovascular System,Special Arrangements RPBS,1,2923
3534,2015,October,SA,Dermatologicals,Normal Arrangements PBS,20142,462056
3535,2015,October,SA,Dermatologicals,Normal Arrangements RPBS,985,22930
3536,2015,October,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,27290,1019359
3537,2015,October,SA,Genito Urinary System and Sex Hormones,Special Arrangements PBS,506,339631
3538,2015,October,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1064,52333
3539,2015,October,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,24622,477878
3540,2015,October,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,304,508911
3541,2015,October,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,751,11495
3542,2015,October,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,4,13894
3543,2015,October,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,88361,2638243
3544,2015,October,SA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,40,60396
3545,2015,October,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,2765,44368
3546,2015,October,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,22390,16929052
3547,2015,October,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1856,3529141
3548,2015,October,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,434,323223
3549,2015,October,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,13,28265
3550,2015,October,SA,Musculo-Skeletal System,Normal Arrangements PBS,53878,1852138
3551,2015,October,SA,Musculo-Skeletal System,Special Arrangements PBS,283,118173
3552,2015,October,SA,Musculo-Skeletal System,Normal Arrangements RPBS,2055,74558
3553,2015,October,SA,Musculo-Skeletal System,Special Arrangements RPBS,11,6337
3554,2015,October,SA,Nervous System,Normal Arrangements PBS,345201,9846259
3555,2015,October,SA,Nervous System,Special Arrangements PBS,306,78217
3556,2015,October,SA,Nervous System,Normal Arrangements RPBS,13867,317036
3557,2015,October,SA,Nervous System,Special Arrangements RPBS,1,183
3558,2015,October,SA,Anti-Parasitic Products,Normal Arrangements PBS,409,8204
3559,2015,October,SA,Anti-Parasitic Products,Normal Arrangements RPBS,10,178
3560,2015,October,SA,Respiratory System,Normal Arrangements PBS,82609,3665307
3561,2015,October,SA,Respiratory System,Special Arrangements PBS,56,124605
3562,2015,October,SA,Respiratory System,Normal Arrangements RPBS,2855,128810
3563,2015,October,SA,Sensory Organs,Normal Arrangements PBS,47197,2367677
3564,2015,October,SA,Sensory Organs,Normal Arrangements RPBS,3103,180147
3565,2015,October,SA,Various +,Normal Arrangements PBS,2433,342318
3566,2015,October,SA,Various +,Special Arrangements PBS,66,129635
